Ticker,close,date,high,low,month,open,volume
M&M,1454.6,11/1/2023 5:30,1485.0,1450.0,2023-11,1464.9,2627536
M&M,1469.7,11/2/2023 5:30,1477.5,1452.5,2023-11,1465.0,2091122
M&M,1469.0,11/3/2023 5:30,1488.1,1460.45,2023-11,1480.0,2456723
M&M,1488.3,11/6/2023 5:30,1492.2,1473.55,2023-11,1481.8,1271868
M&M,1479.75,11/7/2023 5:30,1497.0,1475.0,2023-11,1488.25,1940908
M&M,1487.4,11/8/2023 5:30,1489.4,1474.0,2023-11,1485.05,1342202
M&M,1552.05,11/9/2023 5:30,1558.7,1487.4,2023-11,1487.4,4831782
M&M,1524.1,11/10/2023 5:30,1551.0,1515.3,2023-11,1550.0,4872228
M&M,1526.25,11/12/2023 5:30,1540.0,1523.35,2023-11,1540.0,340544
M&M,1540.25,11/13/2023 5:30,1543.3,1513.05,2023-11,1526.25,1968032
M&M,1544.15,11/15/2023 5:30,1550.8,1533.55,2023-11,1549.0,2782942
M&M,1569.5,11/16/2023 5:30,1583.95,1538.5,2023-11,1544.2,3224223
M&M,1584.55,11/17/2023 5:30,1596.0,1572.65,2023-11,1575.0,2035309
M&M,1552.2,11/20/2023 5:30,1589.8,1540.6,2023-11,1589.8,2918577
M&M,1559.75,11/21/2023 5:30,1571.4,1549.15,2023-11,1553.0,2213144
M&M,1543.45,11/22/2023 5:30,1564.65,1535.0,2023-11,1560.0,1269475
M&M,1545.85,11/23/2023 5:30,1560.95,1535.1,2023-11,1556.6,1552635
M&M,1553.2,11/24/2023 5:30,1559.5,1547.5,2023-11,1549.0,1239270
M&M,1566.05,11/28/2023 5:30,1572.0,1542.15,2023-11,1553.2,2596766
M&M,1619.1,11/29/2023 5:30,1623.4,1567.25,2023-11,1576.0,3581220
M&M,1647.75,11/30/2023 5:30,1660.0,1613.7,2023-11,1615.05,5214960
M&M,1625.5,12/1/2023 5:30,1666.0,1621.2,2023-12,1656.0,2489755
M&M,1656.85,12/4/2023 5:30,1675.0,1639.45,2023-12,1662.85,3001010
M&M,1686.05,12/5/2023 5:30,1708.0,1640.6,2023-12,1660.9,3423953
M&M,1702.4,12/6/2023 5:30,1710.45,1684.15,2023-12,1688.1,2279220
M&M,1692.65,12/7/2023 5:30,1706.0,1681.65,2023-12,1703.0,2461051
M&M,1668.55,12/8/2023 5:30,1708.15,1662.55,2023-12,1699.0,1942667
M&M,1652.2,12/11/2023 5:30,1674.45,1647.1,2023-12,1674.0,2037178
M&M,1635.4,12/12/2023 5:30,1670.0,1626.5,2023-12,1663.0,2051527
M&M,1666.15,12/13/2023 5:30,1670.5,1629.55,2023-12,1639.0,2247441
M&M,1703.55,12/14/2023 5:30,1709.85,1671.05,2023-12,1676.0,3326228
M&M,1724.95,12/15/2023 5:30,1739.6,1698.0,2023-12,1727.9,3858594
M&M,1710.8,12/18/2023 5:30,1731.85,1698.75,2023-12,1720.0,1739425
M&M,1699.35,12/19/2023 5:30,1723.85,1691.3,2023-12,1720.0,1660221
M&M,1646.95,12/20/2023 5:30,1711.95,1640.6,2023-12,1710.0,3047660
M&M,1633.85,12/21/2023 5:30,1653.15,1620.4,2023-12,1635.0,3211338
M&M,1634.25,12/22/2023 5:30,1652.0,1622.75,2023-12,1630.0,2751274
M&M,1662.25,12/26/2023 5:30,1669.0,1634.5,2023-12,1640.9,1203594
M&M,1687.95,12/27/2023 5:30,1691.8,1660.25,2023-12,1670.0,1793638
M&M,1734.45,12/28/2023 5:30,1739.95,1688.4,2023-12,1688.95,2963938
M&M,1729.4,12/29/2023 5:30,1758.0,1715.0,2023-12,1730.0,2273255
M&M,1703.3,1/1/2024 5:30,1730.0,1699.0,2024-01,1729.4,1307485
