Ticker,close,date,high,low,month,open,volume
BRITANNIA,4397.3,11/1/2023 5:30,4456.0,4347.7,2023-11,4442.6,395359
BRITANNIA,4527.25,11/2/2023 5:30,4568.8,4454.25,2023-11,4512.1,822845
BRITANNIA,4539.55,11/3/2023 5:30,4582.4,4524.15,2023-11,4528.0,335012
BRITANNIA,4623.6,11/6/2023 5:30,4628.15,4546.05,2023-11,4554.9,205763
BRITANNIA,4655.2,11/7/2023 5:30,4670.0,4590.85,2023-11,4610.1,282612
BRITANNIA,4670.6,11/8/2023 5:30,4686.5,4650.5,2023-11,4670.95,385727
BRITANNIA,4652.1,11/9/2023 5:30,4685.5,4630.5,2023-11,4670.6,208210
BRITANNIA,4681.95,11/10/2023 5:30,4685.85,4621.0,2023-11,4657.45,142336
BRITANNIA,4676.6,11/12/2023 5:30,4699.0,4660.05,2023-11,4694.65,23883
BRITANNIA,4696.35,11/13/2023 5:30,4703.15,4644.0,2023-11,4662.3,260394
BRITANNIA,4710.8,11/15/2023 5:30,4725.0,4667.4,2023-11,4723.0,269650
BRITANNIA,4702.1,11/16/2023 5:30,4729.0,4679.6,2023-11,4710.0,178375
BRITANNIA,4718.3,11/17/2023 5:30,4745.6,4690.1,2023-11,4703.0,138652
BRITANNIA,4712.0,11/20/2023 5:30,4739.45,4690.9,2023-11,4691.25,126069
BRITANNIA,4699.75,11/21/2023 5:30,4730.0,4665.0,2023-11,4730.0,129602
BRITANNIA,4694.2,11/22/2023 5:30,4712.85,4662.75,2023-11,4709.9,72533
BRITANNIA,4705.8,11/23/2023 5:30,4710.95,4678.95,2023-11,4699.0,109775
BRITANNIA,4644.15,11/24/2023 5:30,4715.0,4640.5,2023-11,4705.8,123628
BRITANNIA,4713.45,11/28/2023 5:30,4722.9,4626.0,2023-11,4632.25,182790
BRITANNIA,4803.65,11/29/2023 5:30,4832.1,4701.4,2023-11,4715.95,363702
BRITANNIA,4852.65,11/30/2023 5:30,4875.95,4797.5,2023-11,4815.0,961054
BRITANNIA,4970.75,12/1/2023 5:30,4984.0,4860.05,2023-12,4873.0,485597
BRITANNIA,4937.75,12/4/2023 5:30,4994.95,4915.0,2023-12,4990.0,310152
BRITANNIA,4948.4,12/5/2023 5:30,4975.0,4933.0,2023-12,4937.75,280497
BRITANNIA,5003.15,12/6/2023 5:30,5022.7,4952.3,2023-12,4953.0,295686
BRITANNIA,5016.0,12/7/2023 5:30,5025.0,4963.15,2023-12,5003.15,268095
BRITANNIA,4942.2,12/8/2023 5:30,5060.0,4931.0,2023-12,5024.0,282713
BRITANNIA,4944.15,12/11/2023 5:30,4974.5,4900.05,2023-12,4959.9,147976
BRITANNIA,4903.05,12/12/2023 5:30,4971.45,4875.0,2023-12,4968.0,184238
BRITANNIA,4919.3,12/13/2023 5:30,4928.0,4860.0,2023-12,4910.0,153558
BRITANNIA,4946.65,12/14/2023 5:30,4965.0,4897.0,2023-12,4932.2,174503
BRITANNIA,4913.9,12/15/2023 5:30,4969.85,4880.5,2023-12,4938.0,216579
BRITANNIA,4879.5,12/18/2023 5:30,4925.5,4837.05,2023-12,4913.85,223278
BRITANNIA,4911.25,12/19/2023 5:30,4927.45,4858.7,2023-12,4891.35,200718
BRITANNIA,4954.95,12/20/2023 5:30,5051.95,4916.0,2023-12,4920.0,457942
BRITANNIA,5059.6,12/21/2023 5:30,5113.3,4877.55,2023-12,4930.0,796081
BRITANNIA,5161.1,12/22/2023 5:30,5183.7,5050.05,2023-12,5075.0,582688
BRITANNIA,5235.95,12/26/2023 5:30,5244.5,5146.0,2023-12,5155.0,574310
BRITANNIA,5216.8,12/27/2023 5:30,5245.0,5160.0,2023-12,5242.0,241944
BRITANNIA,5282.0,12/28/2023 5:30,5338.65,5186.75,2023-12,5224.95,655367
BRITANNIA,5338.45,12/29/2023 5:30,5386.05,5238.65,2023-12,5260.55,535691
BRITANNIA,5319.8,1/1/2024 5:30,5349.9,5290.0,2024-01,5339.0,130032
BRITANNIA,5288.85,1/2/2024 5:30,5334.95,5224.1,2024-01,5319.8,193517
BRITANNIA,5253.8,1/3/2024 5:30,5333.9,5240.0,2024-01,5288.85,123303
BRITANNIA,5361.3,1/4/2024 5:30,5375.0,5221.0,2024-01,5253.8,413391
BRITANNIA,5272.35,1/5/2024 5:30,5363.35,5256.0,2024-01,5361.3,299017
BRITANNIA,5177.35,1/8/2024 5:30,5305.0,5171.05,2024-01,5305.0,236628
BRITANNIA,5122.4,1/9/2024 5:30,5210.2,5111.0,2024-01,5199.0,194434
BRITANNIA,5086.65,1/10/2024 5:30,5143.65,5051.5,2024-01,5111.0,191450
BRITANNIA,5136.7,1/11/2024 5:30,5186.4,5076.55,2024-01,5102.9,277823
BRITANNIA,5151.1,1/12/2024 5:30,5250.4,5100.05,2024-01,5149.0,462298
BRITANNIA,5177.35,1/15/2024 5:30,5228.0,5119.0,2024-01,5159.95,400069
BRITANNIA,5130.6,1/16/2024 5:30,5218.0,5107.25,2024-01,5168.4,203028
BRITANNIA,5061.7,1/17/2024 5:30,5135.25,5055.0,2024-01,5115.05,270672
BRITANNIA,5015.15,1/18/2024 5:30,5077.95,4974.2,2024-01,5061.0,514119
BRITANNIA,5138.65,1/19/2024 5:30,5169.65,5012.3,2024-01,5029.0,329252
BRITANNIA,5166.4,1/20/2024 5:30,5245.35,5145.35,2024-01,5164.0,221679
BRITANNIA,5048.1,1/23/2024 5:30,5189.85,4925.9,2024-01,5166.4,491135
BRITANNIA,5142.25,1/24/2024 5:30,5173.65,5030.0,2024-01,5048.1,611741
BRITANNIA,5141.9,1/25/2024 5:30,5236.55,5106.1,2024-01,5150.0,342129
BRITANNIA,5136.9,1/29/2024 5:30,5219.5,5111.2,2024-01,5142.0,275710
BRITANNIA,5091.75,1/30/2024 5:30,5192.9,5081.0,2024-01,5163.3,146422
BRITANNIA,5198.4,1/31/2024 5:30,5220.0,5031.75,2024-01,5091.75,549238
BRITANNIA,5148.6,2/1/2024 5:30,5201.95,5127.1,2024-02,5196.05,344394
BRITANNIA,5148.85,2/2/2024 5:30,5209.0,5131.45,2024-02,5166.75,176167
BRITANNIA,5124.5,2/5/2024 5:30,5239.75,5078.5,2024-02,5169.9,231620
BRITANNIA,5007.05,2/6/2024 5:30,5125.0,4992.55,2024-02,5124.5,336609
BRITANNIA,5078.25,2/7/2024 5:30,5183.9,4925.0,2024-02,5140.0,1258830
BRITANNIA,4875.55,2/8/2024 5:30,5122.4,4833.15,2024-02,5101.0,623680
BRITANNIA,4971.5,2/9/2024 5:30,4978.05,4860.05,2024-02,4875.55,411953
BRITANNIA,4970.2,2/12/2024 5:30,4997.95,4940.75,2024-02,4971.5,158487
BRITANNIA,4981.6,2/13/2024 5:30,5053.4,4940.2,2024-02,4970.2,262011
BRITANNIA,5010.65,2/14/2024 5:30,5025.0,4950.0,2024-02,4967.55,277479
BRITANNIA,4950.55,2/15/2024 5:30,5043.35,4932.85,2024-02,5010.95,189625
BRITANNIA,4913.7,2/16/2024 5:30,4970.55,4894.75,2024-02,4954.0,352139
BRITANNIA,4925.25,2/19/2024 5:30,4948.55,4886.65,2024-02,4919.95,182521
BRITANNIA,4921.15,2/20/2024 5:30,4934.0,4879.1,2024-02,4910.15,129279
BRITANNIA,4923.0,2/21/2024 5:30,4988.3,4888.0,2024-02,4934.75,235932
BRITANNIA,4956.95,2/22/2024 5:30,4968.0,4860.0,2024-02,4924.95,255308
BRITANNIA,4936.35,2/23/2024 5:30,4970.4,4912.1,2024-02,4956.95,115910
BRITANNIA,4901.9,2/26/2024 5:30,4957.0,4891.6,2024-02,4949.95,78084
BRITANNIA,4904.35,2/27/2024 5:30,4939.55,4879.0,2024-02,4879.0,434014
BRITANNIA,4887.8,2/28/2024 5:30,4916.1,4867.2,2024-02,4894.35,96877
BRITANNIA,4965.2,2/29/2024 5:30,4980.9,4828.85,2024-02,4885.05,447941
BRITANNIA,4927.7,3/1/2024 5:30,4986.7,4914.15,2024-03,4965.2,316277
BRITANNIA,4922.55,3/2/2024 5:30,4998.95,4902.35,2024-03,4927.75,5987
BRITANNIA,4838.9,3/4/2024 5:30,4942.45,4833.5,2024-03,4906.0,307520
BRITANNIA,4825.65,3/5/2024 5:30,4867.45,4811.0,2024-03,4839.05,156956
BRITANNIA,4880.75,3/6/2024 5:30,4887.8,4788.75,2024-03,4839.0,190965
BRITANNIA,4889.15,3/7/2024 5:30,4902.0,4835.1,2024-03,4870.0,216747
BRITANNIA,4937.4,3/11/2024 5:30,4957.65,4871.1,2024-03,4894.05,295000
BRITANNIA,4869.15,3/12/2024 5:30,4940.0,4852.8,2024-03,4935.7,140625
BRITANNIA,4856.65,3/13/2024 5:30,4975.0,4822.0,2024-03,4892.6,410729
BRITANNIA,4938.9,3/14/2024 5:30,4952.95,4783.0,2024-03,4853.25,240217
BRITANNIA,4974.2,3/15/2024 5:30,5008.7,4912.0,2024-03,4917.45,491571
BRITANNIA,4980.0,3/18/2024 5:30,5014.0,4960.0,2024-03,4980.0,143928
BRITANNIA,4816.95,3/19/2024 5:30,4999.95,4800.0,2024-03,4999.0,265081
BRITANNIA,4802.9,3/20/2024 5:30,4832.85,4760.0,2024-03,4822.1,300159
BRITANNIA,4806.7,3/21/2024 5:30,4824.0,4767.8,2024-03,4812.5,449591
BRITANNIA,4865.0,3/22/2024 5:30,4892.95,4784.9,2024-03,4800.0,264787
BRITANNIA,4961.45,3/26/2024 5:30,4975.0,4740.7,2024-03,4748.4,554559
BRITANNIA,4920.2,3/27/2024 5:30,4980.0,4880.0,2024-03,4960.0,327107
BRITANNIA,4911.25,3/28/2024 5:30,4971.2,4864.6,2024-03,4942.3,648795
BRITANNIA,4895.2,4/1/2024 5:30,4960.7,4883.75,2024-04,4929.95,181877
BRITANNIA,4899.95,4/2/2024 5:30,4914.9,4870.0,2024-04,4910.0,93480
BRITANNIA,4834.6,4/3/2024 5:30,4896.95,4806.0,2024-04,4870.0,246246
BRITANNIA,4813.6,4/4/2024 5:30,4855.0,4780.6,2024-04,4839.95,372526
BRITANNIA,4813.05,4/5/2024 5:30,4847.6,4791.6,2024-04,4813.6,189143
BRITANNIA,4826.8,4/8/2024 5:30,4841.0,4781.0,2024-04,4825.05,235219
BRITANNIA,4794.7,4/9/2024 5:30,4850.0,4783.4,2024-04,4850.0,180114
BRITANNIA,4808.7,4/10/2024 5:30,4818.55,4747.55,2024-04,4818.5,509880
BRITANNIA,4751.75,4/12/2024 5:30,4820.85,4745.0,2024-04,4818.0,620568
BRITANNIA,4761.9,4/15/2024 5:30,4777.1,4692.85,2024-04,4745.0,421873
BRITANNIA,4740.7,4/16/2024 5:30,4772.5,4691.3,2024-04,4748.0,516581
BRITANNIA,4695.0,4/18/2024 5:30,4758.7,4666.6,2024-04,4745.0,670722
BRITANNIA,4668.3,4/19/2024 5:30,4698.0,4641.0,2024-04,4682.05,424834
BRITANNIA,4753.3,4/22/2024 5:30,4763.9,4662.3,2024-04,4673.9,321925
BRITANNIA,4797.8,4/23/2024 5:30,4812.0,4723.05,2024-04,4756.0,279440
BRITANNIA,4828.95,4/24/2024 5:30,4840.0,4781.0,2024-04,4797.0,412282
BRITANNIA,4844.15,4/25/2024 5:30,4859.0,4747.5,2024-04,4816.15,509266
BRITANNIA,4800.45,4/26/2024 5:30,4861.0,4793.0,2024-04,4844.05,205462
BRITANNIA,4799.85,4/29/2024 5:30,4825.6,4776.0,2024-04,4815.0,147362
BRITANNIA,4775.95,4/30/2024 5:30,4825.0,4765.1,2024-04,4799.0,489132
BRITANNIA,4759.65,5/2/2024 5:30,4812.0,4750.05,2024-05,4789.95,356664
BRITANNIA,4744.6,5/3/2024 5:30,4781.1,4707.9,2024-05,4781.1,262493
BRITANNIA,5061.6,5/6/2024 5:30,5205.45,4802.2,2024-05,4818.95,2837757
BRITANNIA,5173.85,5/7/2024 5:30,5219.9,5048.8,2024-05,5057.95,1156073
BRITANNIA,5228.4,5/8/2024 5:30,5248.45,5123.85,2024-05,5151.0,323414
BRITANNIA,5070.1,5/9/2024 5:30,5248.0,5045.0,2024-05,5228.05,379667
BRITANNIA,5066.8,5/10/2024 5:30,5118.2,4971.75,2024-05,5070.1,223289
BRITANNIA,5130.55,5/13/2024 5:30,5170.0,5055.0,2024-05,5074.95,323879
